user_id,book_length_min_overall,book_length_min_avg,price_overall,price_avg,review,review10_10,completion,minutes_listened,support_request,last_visited_mins_purchase_date,target
22692,1404,2808,9.07,18.13,yes,10,0,0,0,24,yes
22803,2160,2160,5.33,5.33,no,8.91,0,0,0,62,no
25580,1674,3348,7.73,15.47,yes,10,0,0,0,176,yes
26342,1620,1620,5.99,5.99,no,8.91,0,0,0,0,no
28091,1188,1188,10.13,10.13,no,8.91,0.6,712.8,0,5,no
29257,540,540,10.13,10.13,yes,9,0.64,345.6,0,10,no
29777,1620,1620,5.33,5.33,no,8.91,0.33,534.6,0,0,no
30292,1404,2808,11.39,22.78,no,8,0,0,0,231,yes
726,1620,1620,10.13,10.13,no,8.91,0.03,48.6,0,47,no
3606,1620,1620,10.13,10.13,no,8.91,0.56,907.2,1,51,no
5577,1080,1080,10.13,10.13,yes,7,1,1080,0,103,no
7147,324,324,10.13,10.13,no,8.91,0,0,0,20,no
7670,2160,2160,10.13,10.13,no,8.91,0.2,432,0,182,no
8527,1890,3780,10.13,20.27,no,8.91,0,0,0,0,yes
10829,1350,2700,10.13,20.27,no,8,0,0,0,257,yes
11763,2160,2160,9.81,9.81,no,8.91,0,0,0,49,yes
12996,1620,1620,10.13,10.13,no,8.91,0.17,275.4,0,70,no
19766,1620,1620,5.99,5.99,no,8.91,0.29,469.8,0,334,no
20656,1188,1188,25.6,25.6,no,8.91,0,0,0,262,no
20851,1404,2808,7.73,15.46,no,8.91,0,0,0,3,yes
21330,1620,1620,9.75,9.75,no,10,0,0,0,0,yes
21796,1620,1620,10.13,10.13,yes,3,0.82,1328.4,0,0,no
29119,1620,1620,10.13,10.13,no,8.91,0,0,0,0,no
31227,2160,2160,10.13,10.13,no,10,0,0,0,33,yes
32625,2160,2160,10.13,10.13,no,8.91,0.24,518.4,0,108,no
33271,1620,1620,10.13,10.13,no,8.91,0,0,0,25,yes
33623,2160,2160,10.13,10.13,no,8.91,0,0,0,0,yes
904,2160,2160,8,8,no,8.91,0.27,583.2,0,96,no
1237,1620,1620,10.13,10.13,yes,10,0.58,939.6,0,230,no
7839,2160,2160,6.92,6.92,no,8.91,0,0,0,0,no
9488,2160,2160,5.33,5.33,no,8.91,0,0,0,115,yes
10460,2160,2160,6.92,6.92,no,8.91,0.06,129.6,0,57,no
11145,1620,1620,9.81,9.81,yes,9,0.51,826.2,0,141,no
13109,1620,1620,9.81,9.81,no,8.91,0.02,32.4,0,0,no
13985,648,648,10.13,10.13,yes,10,0.19,123.12,0,5,no
14536,1620,1620,9.75,9.75,no,8.91,0.22,356.4,0,111,no
16802,1620,1620,10.13,10.13,no,8.91,0,0,0,0,no
18637,648,648,7.85,7.85,no,8.91,0.2,129.6,0,2,no
18668,1620,1620,10.13,10.13,no,8.91,0.03,48.6,0,37,no
18715,1152,3456,7.85,23.55,no,8.91,0,0,0,0,yes
21571,1620,1620,10.13,10.13,yes,10,0.16,259.2,0,113,no
21681,2160,2160,5.33,5.33,no,8.91,0,0,0,99,no
23544,2160,2160,10.13,10.13,no,8.91,0.04,86.4,0,0,no
23873,2160,2160,9.81,9.81,no,8.91,0,0,0,0,no
24722,2160,2160,10.13,10.13,yes,9.5,0,0,0,169,yes
24878,1080,1080,13.15,13.15,no,8.91,0.25,270,0,22,no
25363,2160,2160,7.99,7.99,no,8.91,0.06,129.6,0,22,no
28625,1620,1620,10.13,10.13,no,8.91,0,0,0,91,yes
31806,1080,1080,10.13,10.13,no,8.91,0,0,0,0,no
2899,1620,1620,5.33,5.33,no,8.91,0.58,939.6,0,320,no
4531,1620,1620,5.33,5.33,no,8.91,0.52,842.4,0,304,no
5587,1188,1188,6.09,6.09,no,10,0,0,0,201,yes
6219,1620,1620,9.81,9.81,yes,9,0,0,0,257,yes
9791,2160,2160,7.99,7.99,yes,4,0,0,0,62,no
9827,1620,1620,5.99,5.99,no,8.91,0.02,32.4,0,80,no
10491,1188,1188,6.92,6.92,no,8.91,0.43,510.84,0,93,no
10757,2160,2160,10.13,10.13,no,8.91,0.14,302.4,0,183,no
11185,1188,1188,8,8,no,8.91,0,0,0,303,no
12112,648,648,5.33,5.33,no,8.91,0,0,0,0,no
12690,648,648,5.33,5.33,no,8.91,0.63,408.24,0,230,no
12958,1188,1188,5.33,5.33,yes,10,0.12,142.56,0,261,no
12991,2160,2160,5.33,5.33,no,8.91,0,0,0,244,no
13048,1188,1188,8,8,no,8.91,0,0,0,40,no
14062,1620,1620,10.13,10.13,no,8.91,0.69,1117.8,0,12,no
14247,324,324,5.33,5.33,yes,10,0,0,0,0,no
14750,1620,1620,5.33,5.33,no,8.91,0.04,64.8,0,302,no
15306,1080,1080,6.13,6.13,no,8.91,1,1080,1,31,no
16942,1620,1620,8,8,yes,10,0,0,0,44,yes
17953,918,1836,5.99,11.99,no,8.91,0,0,0,0,yes
18318,2160,2160,5.69,5.69,no,10,0,0,0,0,yes
18465,1080,1080,5.33,5.33,no,8.91,0,0,0,81,yes
19132,324,324,10.13,10.13,no,8.91,0,0,0,0,no
19749,2160,2160,5.33,5.33,yes,10,0.9,1944,0,44,no
19803,2160,2160,7.99,7.99,no,8.91,0,0,0,0,no
19905,1620,1620,8,8,no,8.91,0,0,0,26,no
19999,1620,1620,10.13,10.13,no,8.91,0.32,518.4,0,75,no
20098,1620,1620,5.33,5.33,yes,9,0.17,275.4,0,165,no
21865,324,324,10.38,10.38,yes,9,1,324,0,91,no
23149,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
23857,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
24154,2160,2160,7.99,7.99,no,8.91,0.01,21.6,0,9,no
24334,1188,1188,8,8,no,8.91,0,0,0,0,no
25032,1188,1188,8,8,no,8.91,0.01,11.88,0,21,no
26265,1620,1620,5.33,5.33,yes,10,0.46,745.2,0,218,no
26746,1188,1188,9.81,9.81,no,8.91,0.06,71.28,0,210,no
27028,2160,2160,5.33,5.33,no,8.91,0.03,64.8,0,157,no
27253,648,648,5.33,5.33,no,8.91,0,0,0,156,yes
27258,1620,1620,5.99,5.99,no,8.91,0,0,0,11,no
27284,1188,1188,8,8,no,8.91,0,0,0,0,no
28608,1188,1188,8,8,no,8.91,0.01,11.88,0,0,no
28812,2160,2160,8,8,no,8.91,0.28,604.8,0,288,no
29044,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
29265,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
29874,2160,2160,7.99,7.99,no,8.91,0,0,0,190,yes
30245,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
30896,2160,2160,4.09,4.09,no,8.91,0,0,0,0,no
31377,648,648,10.13,10.13,no,8.91,0,0,0,120,no
31394,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
31422,1080,1080,10.13,10.13,no,8.91,0,0,0,156,no
31999,1188,1188,5.33,5.33,no,8.91,0.05,59.4,0,0,no
32342,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
33239,2160,2160,9.75,9.75,yes,8,0.99,2138.4,0,183,no
33453,1188,1188,5.99,5.99,no,8.91,0,0,0,311,yes
545,1620,1620,5.33,5.33,no,8,0,0,0,33,yes
930,216,216,6.92,6.92,no,8.91,0,0,0,0,no
1042,2160,2160,5.33,5.33,no,8.91,0.03,64.8,0,320,no
1422,1188,1188,5.99,5.99,yes,10,0.7,831.6,3,29,no
1629,2160,2160,7.99,7.99,no,8.91,0.02,43.2,0,4,no
2258,1080,1080,5.33,5.33,yes,9,0,0,0,13,yes
2264,2160,2160,6.13,6.13,yes,10,0,0,0,18,yes
2542,1890,3780,12.53,25.07,no,8.91,0,0,0,330,yes
2980,1188,1188,5.33,5.33,no,8.91,0.2,237.6,0,4,no
3049,1188,1188,10.13,10.13,no,8.91,0,0,0,56,no
3836,1188,1188,5.33,5.33,no,8.91,0.01,11.88,0,18,no
4130,1188,1188,5.99,5.99,no,8.91,0,0,0,2,no
4256,1188,1188,5.33,5.33,no,8.91,0.3,356.4,0,115,no
4647,1188,1188,5.33,5.33,no,8.91,0,0,0,27,no
4705,1188,1188,5.33,5.33,yes,8,0.59,700.92,0,137,no
4893,648,648,5.33,5.33,no,8.91,0.19,123.12,0,44,no
4917,1188,1188,5.33,5.33,no,8.91,0.01,11.88,0,5,no
5001,1188,1188,5.33,5.33,no,8.91,0,0,0,0,yes
5054,1188,1188,5.33,5.33,no,8.91,0.11,130.68,0,113,no
5124,1620,1620,5.33,5.33,no,8.91,0,0,0,0,no
6076,1620,1620,11.39,11.39,yes,8,0.4,648,0,8,no
6140,1188,1188,5.33,5.33,no,8.91,0.1,118.8,0,141,no
6309,1188,1188,5.87,5.87,no,8.91,0.2,237.6,0,182,no
6382,2160,2160,6.21,6.21,yes,9,0.67,1447.2,1,311,no
7044,1188,1188,10.13,10.13,yes,10,0.41,487.08,0,10,no
7294,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
7708,1188,1188,6.92,6.92,no,8,0,0,0,0,yes
8119,1620,1620,5.33,5.33,no,8.91,0,0,0,0,no
8195,1188,1188,5.33,5.33,no,8.91,0,0,0,173,no
8542,1620,1620,5.33,5.33,no,8.91,0.04,64.8,0,41,no
8565,1188,1188,6.92,6.92,no,8.91,0.13,154.44,0,4,no
8636,1188,1188,5.33,5.33,no,8.91,0.07,83.16,0,3,no
9073,1404,2808,7.97,15.94,no,8.91,0,0,0,40,yes
10508,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
10759,1188,1188,5.99,5.99,no,8.91,0,0,0,0,no
10847,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
11092,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
11300,1080,1080,11.39,11.39,yes,8,0.31,334.8,0,175,no
11371,2160,2160,5.33,5.33,no,8.91,0.01,21.6,0,305,no
11562,1188,1188,5.33,5.33,no,8.91,0.02,23.76,0,0,no
12659,1188,1188,5.99,5.99,yes,9,0,0,0,0,yes
12949,1188,1188,5.33,5.33,no,8.91,0,0,0,147,no
13525,1188,1188,5.33,5.33,no,8.91,0.41,487.08,0,20,no
13570,1188,1188,5.33,5.33,no,8.91,0.03,35.64,0,70,no
13628,1188,1188,9.75,9.75,no,8.91,0,0,0,4,no
13915,2160,2160,6.92,6.92,no,8.91,0,0,0,0,no
14627,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
14642,1188,1188,5.33,5.33,no,4,0,0,0,255,yes
15204,1188,1188,5.33,5.33,no,8.91,0.18,213.84,0,56,no
15289,1188,1188,5.33,5.33,no,8.91,0.01,11.88,0,0,no
15391,1188,1188,10.13,10.13,no,8.91,0,0,0,2,yes
15560,1188,1188,5.33,5.33,yes,9,1,1188,0,329,no
16039,1188,1188,5.33,5.33,yes,6,0.15,178.2,0,6,no
16537,1188,1188,5.33,5.33,no,8.91,0.12,142.56,0,1,no
16687,1188,1188,5.33,5.33,no,8.91,0.01,11.88,0,4,no
16779,1188,1188,5.33,5.33,no,8.91,0.49,582.12,0,47,no
16978,1404,2808,6.67,13.33,no,3,0,0,1,176,yes
17658,1620,1620,5.33,5.33,no,8.91,0.02,32.4,0,33,no
17806,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
18231,1188,1188,10.13,10.13,yes,7,0,0,0,326,yes
18292,1404,5616,5.33,21.33,no,8.91,0,0,0,6,yes
18431,1620,1620,9.75,9.75,no,8.91,0.89,1441.8,1,24,no
18660,1404,5616,6.61,26.43,no,8.91,0,0,0,17,yes
18930,1188,1188,5.33,5.33,no,8.91,0.01,11.88,0,7,no
19352,1242,2484,10.13,20.27,yes,9,0,0,0,204,yes
19386,1188,1188,5.33,5.33,yes,9,0.7,831.6,0,144,no
19841,2160,2160,4.12,4.12,no,8.91,0.39,842.4,0,190,no
19994,1620,1620,5.99,5.99,no,8.91,0,0,0,162,yes
20004,2160,2160,25.6,25.6,no,8.91,0,0,0,127,yes
20371,1188,1188,5.33,5.33,no,8.91,0.18,213.84,0,287,no
20871,1620,1620,5.33,5.33,no,8.91,0,0,0,0,yes
20916,1188,1188,4.12,4.12,yes,10,0.9,1069.2,1,307,no
21093,1188,1188,10.13,10.13,no,8.91,0,0,0,0,no
21258,1188,1188,5.33,5.33,no,8.91,0.46,546.48,0,278,no
21469,2160,2160,5.33,5.33,yes,5,0.52,1123.2,1,12,no
21717,2160,2160,8,8,yes,10,0,0,1,73,yes
22226,1620,1620,11.39,11.39,yes,6.5,0,0,1,187,yes
22277,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
22572,1188,1188,5.33,5.33,no,8.91,0.05,59.4,0,16,no
22844,2160,2160,5.33,5.33,no,8.91,0.03,64.8,0,0,no
23475,2160,2160,6.92,6.92,no,8.91,0,0,0,0,no
23549,1188,1188,5.33,5.33,yes,6,0,0,0,21,no
23624,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
23798,1188,1188,5.99,5.99,no,8.91,0,0,0,0,no
24045,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
24137,2160,2160,4.62,4.62,no,8.91,0.01,21.6,0,10,no
24535,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
24651,1656,4968,5.33,16,no,8.91,0,0,0,0,yes
24719,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
25010,2160,2160,7.99,7.99,no,8.91,0,0,0,0,yes
25116,1620,1620,6.92,6.92,no,8.91,0,0,0,201,yes
25307,2160,2160,5.33,5.33,no,8.91,0.03,64.8,0,57,no
26098,1188,1188,5.87,5.87,no,8.91,0,0,0,320,yes
26359,1188,1188,5.87,5.87,no,8.91,0,0,0,0,no
26384,2160,2160,5.33,5.33,no,8.91,0.02,43.2,0,31,no
26684,1188,1188,5.33,5.33,no,8.91,0.09,106.92,0,5,no
26802,1188,1188,5.33,5.33,no,8.91,0,0,0,0,yes
27031,1188,1188,5.99,5.99,no,8.91,0.01,11.88,0,171,no
27394,1620,1620,7.99,7.99,no,8.91,0.08,129.6,0,1,no
27897,1620,1620,5.33,5.33,no,8.91,0.61,988.2,1,130,no
28161,1188,1188,6.09,6.09,no,8.91,0,0,0,237,yes
28502,324,324,5.33,5.33,no,8.91,0,0,0,0,no
28660,1188,1188,5.33,5.33,yes,8,0.53,629.64,1,141,no
28670,2160,2160,6.92,6.92,no,8,0,0,0,262,yes
28846,1188,1188,5.1,5.1,no,8.91,0.02,23.76,0,4,no
29150,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
29155,1620,1620,7.99,7.99,no,8.91,0,0,0,0,no
29399,1188,1188,5.33,5.33,no,8.91,0.07,83.16,0,24,no
29434,1188,1188,5.33,5.33,no,8.91,0,0,0,13,yes
29475,2160,2160,7.99,7.99,no,8.91,0,0,0,0,no
29480,1620,1620,5.33,5.33,no,2,0,0,0,145,yes
29629,1188,1188,5.33,5.33,no,8.91,0.16,190.08,0,56,no
29669,1188,1188,5.33,5.33,no,8.91,0,0,0,131,no
29700,1188,1188,5.33,5.33,no,8.91,0.06,71.28,0,25,no
29850,2160,2160,6.92,6.92,no,8.91,0,0,0,246,no
30053,1188,1188,5.33,5.33,no,8.91,0,0,0,0,yes
30264,2160,2160,13.15,13.15,no,8.91,0.25,540,0,56,no
30527,1188,1188,5.33,5.33,no,8.91,0,0,0,64,no
30846,2160,2160,6.13,6.13,no,8.91,0.02,43.2,0,86,no
30958,1188,1188,6.13,6.13,no,8.91,0.27,320.76,0,5,no
30999,1332,3996,5.33,16,no,8.91,0,0,0,96,yes
31503,2160,2160,5.33,5.33,yes,8.5,0,0,0,165,yes
32019,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
32306,1188,1188,5.33,5.33,no,8.91,0.08,95.04,0,4,no
32532,1620,1620,5.33,5.33,no,8.91,0.39,631.8,0,208,no
32978,1188,1188,5.99,5.99,no,8.91,0.02,23.76,0,2,no
33143,540,540,10.95,10.95,no,8.91,0.75,405,0,292,no
33230,1350,2700,5.33,10.67,yes,10,0,0,2,298,yes
33492,1188,1188,4.09,4.09,no,8.91,0.12,142.56,0,84,no
178,1188,1188,10.13,10.13,yes,10,0,0,0,192,yes
547,324,324,5.99,5.99,no,8.91,0,0,0,0,no
552,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
874,1620,1620,5.33,5.33,no,8.91,0.04,64.8,0,68,no
1024,1188,1188,4.12,4.12,no,8.91,0,0,0,158,no
1149,1188,1188,6.92,6.92,yes,5,0.06,71.28,0,2,no
1851,1620,1620,6.34,6.34,no,8.91,0,0,0,0,no
2109,1188,1188,5.99,5.99,yes,10,0,0,0,320,yes
2415,1188,1188,5.33,5.33,yes,10,0.31,368.28,0,186,no
2486,1188,1188,5.33,5.33,no,8.91,0,0,0,221,no
2643,1188,1188,5.99,5.99,no,8.91,0.2,237.6,0,9,no
2843,1620,1620,5.33,5.33,no,8.91,0.9,1458,0,139,no
2871,1620,1620,5.33,5.33,no,8.91,0,0,0,2,no
3186,1620,1620,5.33,5.33,no,8.91,0,0,0,0,no
3798,648,648,5.33,5.33,no,8.91,0.17,110.16,0,254,no
4308,1188,1188,5.33,5.33,no,8.91,0,0,0,128,yes
4656,2160,2160,5.33,5.33,no,8.91,0.13,280.8,0,266,no
4832,1188,1188,10.13,10.13,yes,10,0.62,736.56,1,286,no
4920,1188,1188,5.1,5.1,no,8.91,0.1,118.8,0,1,no
5217,216,216,5.33,5.33,no,8.91,0,0,0,0,yes
6170,1620,1620,8.99,8.99,no,8.91,0,0,0,8,yes
6684,1188,1188,8.99,8.99,yes,10,0.08,95.04,0,23,no
6825,324,324,5.33,5.33,yes,10,0,0,0,0,no
7784,1188,1188,5.33,5.33,no,8.91,0.04,47.52,0,26,no
8136,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
8164,1188,1188,6.92,6.92,no,8.91,0.07,83.16,0,2,no
8489,1188,1188,6.92,6.92,no,8.91,0,0,0,74,no
9028,2160,2160,7.99,7.99,no,8.91,0,0,0,279,yes
9151,1188,1188,5.33,5.33,no,8.91,0.32,380.16,0,10,no
9616,1188,1188,6.92,6.92,no,8.91,0,0,0,0,no
10602,2160,2160,10.13,10.13,no,8.91,0,0,0,92,no
10798,1188,1188,5.33,5.33,yes,7,0.24,285.12,0,74,no
11041,1188,1188,6.92,6.92,no,8.91,0,0,0,168,no
11108,1620,1620,10.13,10.13,no,8.91,0.21,340.2,0,3,no
12250,1188,1188,6.92,6.92,no,8.91,0.04,47.52,0,78,no
12424,1188,1188,5.33,5.33,no,8.91,0.02,23.76,0,66,no
13147,324,324,12.27,12.27,yes,10,0,0,0,0,no
13201,1188,1188,6.92,6.92,no,8.91,0,0,0,2,no
13758,1620,1620,5.33,5.33,no,8.91,0.25,405,0,140,no
13793,1188,1188,5.33,5.33,yes,10,0.19,225.72,0,0,no
14224,864,2592,8.71,26.12,no,9,0,0,0,7,yes
14467,1188,1188,5.33,5.33,no,8.91,0.1,118.8,0,0,no
14926,1188,1188,5.33,5.33,no,8.91,0,0,0,12,no
15415,1620,1620,10.13,10.13,no,8.91,0.15,243,0,90,no
15418,2160,2160,7.99,7.99,no,8.91,0,0,0,0,yes
16530,1188,1188,5.33,5.33,no,8.91,0.24,285.12,0,40,no
16780,1620,1620,10.13,10.13,no,8.91,0.25,405,0,210,no
17092,1188,1188,10.13,10.13,no,8.91,0,0,0,0,no
17335,1188,1188,6.09,6.09,no,8.91,0,0,0,0,no
17783,1188,1188,5.99,5.99,yes,10,0.56,665.28,0,300,no
18206,324,324,10.13,10.13,no,8.91,0,0,0,0,no
19068,2160,2160,6.92,6.92,no,8.91,0.02,43.2,0,332,no
19647,1188,1188,6.09,6.09,no,8.91,0,0,0,0,no
19871,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
19965,1188,1188,7.85,7.85,no,8.91,0,0,0,188,no
20713,1188,1188,5.33,5.33,yes,10,1,1188,1,141,no
20771,1620,1620,5.99,5.99,no,8.91,0.6,972,0,216,no
20778,1188,1188,5.33,5.33,no,8.91,0.07,83.16,1,247,no
20781,1620,1620,10.13,10.13,no,8.91,0,0,0,0,yes
21403,1404,2808,7.7,15.41,yes,9,0,0,0,167,yes
21950,1188,1188,5.99,5.99,yes,8,0.53,629.64,0,80,no
22274,1620,1620,10.13,10.13,no,8.91,0.3,486,0,47,no
23928,1188,1188,5.33,5.33,no,8.91,0.02,23.76,0,258,no
23938,1188,1188,5.33,5.33,no,8.91,0.24,285.12,0,21,no
24450,2160,2160,7.99,7.99,no,8.91,0.03,64.8,0,1,no
25186,1620,1620,5.33,5.33,no,8.91,0,0,0,330,yes
25493,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
25687,1188,1188,5.33,5.33,yes,5,0.67,795.96,0,172,no
27054,648,648,6.92,6.92,yes,10,0.75,486,0,312,no
27404,1188,1188,5.33,5.33,no,8.91,0.49,582.12,0,160,no
27422,1188,1188,5.33,5.33,no,8.91,1,1188,0,86,no
27492,1188,1188,6.92,6.92,no,8.91,0.03,35.64,0,19,no
28201,1188,1188,6.09,6.09,no,8.91,0,0,0,0,no
28381,1188,1188,6.13,6.13,no,8.91,0,0,0,8,no
29550,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
29557,324,324,5.33,5.33,no,8.91,0,0,0,0,yes
29843,1620,1620,5.33,5.33,no,8.91,0.21,340.2,0,106,no
30352,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
31210,1620,1620,5.33,5.33,no,8.91,0,0,0,0,no
31542,1188,1188,5.33,5.33,no,8.91,0.06,71.28,0,59,no
32055,2160,2160,5.33,5.33,no,8.91,0.17,367.2,0,194,no
32493,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
33030,1188,1188,5.69,5.69,no,8.91,0.43,510.84,0,15,no
33240,1188,1188,5.33,5.33,no,8.91,0,0,0,160,no
33292,1674,3348,5.33,10.67,no,9,0,0,0,296,yes
425,2160,2160,7.99,7.99,no,8.91,0,0,0,3,no
824,1620,1620,10.13,10.13,no,8.91,0.46,745.2,0,92,no
1166,648,648,5.33,5.33,yes,7,0.78,505.44,0,9,no
1990,1188,1188,8,8,no,8.91,0,0,0,71,no
2688,1188,1188,5.99,5.99,no,8.91,0.53,629.64,0,25,no
8066,1620,1620,5.33,5.33,no,8.91,0,0,0,145,no
8332,1188,1188,5.33,5.33,yes,10,0.73,867.24,0,329,no
8619,2160,2160,10.13,10.13,no,8.91,0,0,0,30,yes
9027,1188,1188,5.87,5.87,no,8.91,0.01,11.88,0,8,no
9993,2160,2160,10.13,10.13,no,10,0,0,0,216,yes
10457,2160,2160,7.72,7.72,no,8.91,0,0,0,0,no
10685,1188,1188,5.99,5.99,yes,5,0.37,439.56,0,233,no
11299,1404,2808,5.99,11.99,no,8.91,0,0,0,19,yes
11564,1188,1188,5.33,5.33,no,8.91,0.12,142.56,0,183,no
11765,2160,2160,5.33,5.33,no,8.91,0,0,0,0,yes
11919,1188,1188,4.12,4.12,no,8.91,0.04,47.52,0,17,no
12326,1188,1188,28.77,28.77,yes,9,0,0,0,0,no
12682,1188,1188,4.12,4.12,no,8.91,0,0,0,284,yes
12900,1188,1188,5.99,5.99,no,8.91,0.75,891,1,253,no
13208,648,648,5.33,5.33,no,8.91,0,0,0,0,no
14513,1188,1188,5.99,5.99,no,8.91,0.78,926.64,0,201,no
14618,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
15034,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
15318,1188,1188,10.13,10.13,no,8.91,0.05,59.4,0,0,no
15503,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
16647,918,1836,5.6,11.19,no,8.91,0,0,0,0,yes
18154,1620,1620,9.75,9.75,no,8.91,0.22,356.4,0,226,no
18192,1188,1188,6.92,6.92,no,8.91,0.17,201.96,0,120,no
19391,2160,2160,10.13,10.13,no,8.91,0,0,0,0,no
20113,1188,1188,5.33,5.33,no,9,0,0,0,1,yes
21045,1620,1620,5.33,5.33,no,8.91,0.02,32.4,0,0,no
23380,1620,1620,8,8,no,8.91,0.04,64.8,0,87,no
23398,1188,1188,4.12,4.12,yes,10,0.47,558.36,0,276,no
23639,1188,1188,10.13,10.13,no,8.91,0.06,71.28,0,61,no
25014,2160,2160,5.33,5.33,no,8.91,0,0,0,21,no
26468,648,648,50.67,50.67,no,8.91,0.63,408.24,0,124,no
26955,2160,2160,5.33,5.33,no,8.91,0,0,0,1,no
27597,2160,2160,7.99,7.99,no,8.91,0,0,0,0,no
28235,1188,1188,6.92,6.92,no,8.91,0.06,71.28,0,317,no
28588,1188,1188,6.13,6.13,no,8.91,0,0,0,117,yes
29067,1620,1620,5.33,5.33,no,8.91,0,0,1,190,yes
29884,1188,1188,5.99,5.99,no,8.91,0,0,0,10,no
31462,1188,1188,5.33,5.33,no,8.91,0.39,463.32,0,3,no
31679,1620,1620,10.13,10.13,no,8.91,0.06,97.2,0,50,no
32931,1188,1188,4.12,4.12,yes,8,0.05,59.4,0,22,no
33000,324,324,5.33,5.33,no,8.91,0,0,0,0,no
1643,1404,2808,6.92,13.85,no,8.91,0,0,0,20,yes
1679,1188,1188,5.33,5.33,yes,6,0.1,118.8,0,1,no
2187,1224,3672,5.33,16,no,8.91,0,0,0,0,yes
2277,1188,1188,6.13,6.13,yes,10,0,0,0,28,yes
4204,1620,1620,5.33,5.33,no,8.91,0.02,32.4,0,1,no
4224,1188,1188,5.33,5.33,yes,7,0.29,344.52,0,191,no
4352,1080,1080,11.39,11.39,yes,10,0.83,896.4,0,6,no
4843,1620,1620,5.33,5.33,no,8.91,0.76,1231.2,0,278,no
4873,2160,2160,7.99,7.99,no,8.91,0,0,0,48,no
4941,1188,1188,5.87,5.87,no,8.91,0.07,83.16,0,107,no
5402,1620,1620,7.99,7.99,yes,10,0.99,1603.8,0,78,no
5658,1620,1620,5.33,5.33,no,8.91,0,0,0,0,no
7308,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
8041,2160,2160,7.99,7.99,no,8.91,0,0,0,0,no
8443,1188,1188,5.99,5.99,no,8.91,0.09,106.92,0,1,no
8798,1188,1188,6.09,6.09,no,8.91,0.03,35.64,0,113,no
8919,1188,1188,8.99,8.99,no,8.91,0.22,261.36,0,7,no
9019,2160,2160,10.13,10.13,no,8.91,0,0,0,0,no
9227,1620,1620,10.13,10.13,no,8.91,0,0,0,0,no
9360,1188,1188,13.15,13.15,yes,10,0.88,1045.44,1,295,no
9386,1620,1620,10.38,10.38,no,8.91,0.01,16.2,0,55,no
9700,1188,1188,5.33,5.33,no,8.91,0,0,0,1,no
10131,1674,3348,6.92,13.85,no,8.91,0,0,0,322,yes
10329,1188,1188,8,8,no,8.91,0,0,0,0,no
10848,1080,1080,5.99,5.99,no,8.91,0,0,0,0,no
11448,1188,1188,5.33,5.33,no,8.91,0,0,0,243,yes
13050,1620,1620,5.33,5.33,yes,10,0,0,1,52,yes
14403,324,324,5.87,5.87,no,8.91,0,0,0,0,no
14557,1620,1620,5.1,5.1,no,8.91,0,0,0,0,no
14633,324,324,8,8,no,8.91,0.04,12.96,0,1,no
15019,1188,1188,10.13,10.13,no,8.91,0.43,510.84,0,129,no
15221,1188,1188,5.33,5.33,no,8.91,0,0,0,179,no
15892,2160,2160,8.61,8.61,no,10,0,0,0,209,yes
16023,1188,1188,5.33,5.33,yes,10,1,1188,2,252,no
16149,2160,2160,5.33,5.33,no,8.91,0,0,0,0,no
16588,1620,1620,5.33,5.33,no,8.91,0,0,0,207,no
16884,1188,1188,5.33,5.33,no,8.91,0,0,0,0,no
16958,1188,1188,5.33,5.33,no,8.91,0.03,35.64,0,311,no
17157,1188,1188,8,8,no,8.91,0,0,2,14,yes
17416,2160,2160,6.92,6.92,no,8.91,0,0,0,274,no
17573,2160,2160,5.99,5.99,no,8.91,0,0,0,0,no
17746,2160,2160,10.13,10.13,no,8.91,0,0,0,2,no
